CNPJ;Razao_Social;REG_ANS;Trimestre;Ano;ValorDespesas
62231527000184.0;CAIXA BENEFICENTE DOS FUNCIONARIOS DO BANCO DO ESTADO DE SÃO PAULO;352331;1;2025;1440215,771440215,771440215,771447688,52009680888,120023170,0219630044,24393125,78679085,982222,4827324,96649538,5442352185,1102075,97498095,9872866,8972866,89269066965,79268886477,6190787978,66189386460,5638137085,06174963441,5913734808,861401518,1325837,571504314,941508,8720888615,3620888615,364514003,4316730666,621031460,0121336035,221336035,24717366,4917756082,94781310,4431958844,2131958844,211923423,7635859955,93750953,933652155,672076441,825194219,698798,2624233,61503266,56164050,24164050,241509,57262483,53180488,19180488,19180488,19180488,19180488,19210656,24-30168,052082669,29774409,3
62231527000184.0;CAIXA BENEFICENTE DOS FUNCIONARIOS DO BANCO DO ESTADO DE SÃO PAULO;352331;2;2025;0011207342,4720323824,6319948405,47375419,16698192,25027324,96670867,2948029657,98112415,1630644,2366035,6566035,651485129,51485129,51485129,51488461,82568147529,45567666386,65397243118,63394023072,4278057404,16366343960,3927548700,233220046,21728844,113436921,814340,9245893249,9345893249,939395229,1637115298,461677230,8244968663,1344968663,1310211701,2937203796,791500882,171947109,9571947109,954709535,5677043937,147257586,987095828,814413033,7710071507,75161758,1750980,2845572,02356658,03356658,037426,33610535,71481142,8481142,8481142,8481142,8481142,8529017,47-47874,672460298,131173157,17
62231527000184.0;CAIXA BENEFICENTE DOS FUNCIONARIOS DO BANCO DO ESTADO DE SÃO PAULO;352331;3;2025;0011650299,0720517704,4619935271,13582433,33607077,6027324,96579752,6454654683,25144218,03594334,6256927,3356927,33159139,54286806,992300788,91896361882,13895686859,5632033876,84627115569,1122479030,81580729109,6339686658,544918307,741169802,875210194,677025,4973115351,3473115351,3414335152,6359576512,012273286,9469779434,969779434,915598059,6357669811,512783633,31109008564,97109008564,976949105,53117385080,5811189523,6110938836,277335078,8515087752,63250687,3470111,211359341,95560107,84560107,849177,96903348,54675022,63675022,63675022,63675022,63675022,63515883,131577568,031577568,031577568,031583155,49
87096616000196.0;UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.;352501;1;2025;48565061,86368779,2149431639,5143884751,173347943,7682308102,83032433,17587914,788870773,11673150,2177356532,433200343,513167069,432422689,635932729,987527411,9663565198,262083807,23175408,079577518,78692209324864,72379015123435264,9773311,4981281,3954880,131134081,766556,36556,39106,241167,3635485,76172252697,02172252502,021112654,9442295775,52184066,5138264578,3677350345,8652918,053417544,3416048,493832660,212771142,24891620,97803078,773590486,422281318,9320664291,96263229,57159295,65282162,26525806,364827986,21195195137248907,48137248907,48131936,442979138,1222349,447099681,6327307075,06611868,713612726,5349735,0224615775,9479277646,8331404,09462964,252375482,084340730,24542432,051317133,997943395,0510383929,784742673,54742673,53790,46920536,34366362,86233059601,717613,142742380,06640058,93275065,471610239630,571651551461,431551461,431551461,430000-5815720,8-5815720,8-5815720,8-5815720,8-204062-204062-5611658,8-5611658,83976089,5300000026574983,1826574983,182201775,143050075,9224373208,0424373208,0498099559,4588760237,499339321,96211746630,6149327559,761426227276704832,760080155500,55000851988499,85857804220,65542001924,92541928613,431438709,44
87096616000196.0;UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.;352501;2;2025;32670978,9732670978,972136693,583010295,730534285,3930534285,39102345638,5493895859,148449779,4239447977,94150675206,83144312494,986362711,850080519505,670001793319563,961797787637,691153644474,651153623538,993100816,98101925088,16820211,32106244750,83305096717,047885939,76173367889,457522819,841312689,47187328988,811624429,39382951951,957388581,116942127,435278243,1912346859,9315941695,46129113438,084552496,997375022,6218247786,5115803819494780,31900414,99245270983,9620935,66221892,571283822557791,32-41869,86-41869,869106,241167,3635485,76350022167,76350021972,762244539,7383798284,85468028,3876118556,14158531498,17115007,227319785,6737922,69827453227308613,311810162,581709281,497321596,64752637,9640411610,76571829,14329633,59617094,871044833,159565014,0519500000195280554693,09280554693,09265156,36215836,0951626,1815395240,8958052235,441102267,4325134209,9391556,4450379124,55164991701,41711822,491015442,025143332,978957731,581051066,312709476,0115368749,4222095689,229759140,859759140,855298,041986287,05684641,522630103492,759019,35491754,981476017,21636461,034310537795,72191653849031,23849031,2943720,14273219,982625,55236470,062051857,897850,482723,75182128,99148434,36-4468073,73-4468073,73-4468073,73-4468073,73-215221,29-215221,29-4252852,44-4781023,73528171,298734860,380
87096616000196.0;UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.;352501;3;2025;00000106231399,4898026911,388204488,1262000594,97147381474,18139631302,17750172,080082907096,7300032955594,5332955594,532375128,313225302,4730580466,2230580466,222807140036,212814901842,591811319516,441811240483,324765665,98158352450,161308271,28168788489,49472635467,9310930892,78273201264,0212952401,692438002,98297155494,182530188,53600712916,2411849945,810949677,278084632,6118696735,5425431724,47195026040,17101337,8111617767,3728446569,1527417832079634,251469140,59367190736,8879033,12355636,61220917,174530816,22-99885,18-99885,189106,241167,3635485,76549374601,33549374406,333326161,27128351383,19698518,58120264577,49250188014,29179777,5811511627,3552918,8513058853,061537,5243522759,382799041,882730909,9311389025,587482234,4562540467,99913960,51561667,91980052,411637646,7614443506,37195195431339553,14431339553,14443397,729622257,9788713,2424079129,2388632350,781940957,138698099,81169393,8879071668,15249612236,661097713,151591212,217890093,8613506452,361567218,873976719,7522607917,7332391582,7315444245,6815444245,6813109,823155974,46985419,82974,1162754,8411983,39004681,762107347,61092960,64310877554,92247657523811,187523811,182021812,93589760,2613217,8495234,073835848,711316,625725,19314289,6236606,01-7761806,38-7761806,38-7761806,38-7761806,38-776106,44-776106,44-6985699,94-8901331,461915631,5214420246,070
72234164000194.0;UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA;352519;1;2025;336743,3336743,3336743,3336925,7143262,8043262,8446397,392728131,932639867,5688264,371103104,61019343,2283761,38603653,88107737,88107737,88272211,14272211,144075805,093892948,14793090,11793090,117206,31224562,828023,22144336,73-24184,76367474,7364581,11235671,33429674,72206638,49661807,41364787,92228,96228,96228,96114,483028588,233028588,2318996,05308109,7631831,89206233,86226147,041738828,1570507,71854184,13630884,512371904,2662597,8662597,862175,5200048152,8119810071,558442,988442,9821756267,98182856,95182856,95182856,95182856,9535600,6535600,65147648,47147648,47-392,17-392,17-561997,02-561997,02-561997,02-561997,02-561997,02
72234164000194.0;UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA;352519;2;2025;8253237,647850572,071618654,961618654,9611468,92445763,3765279,7309989,06-17025,28728729,08112576,99502118,56896005,51436264,861356591,85772975,61457,92457,92228,96228,96114,485961126,025961126,0248365,7566253,5869241,9394838,76504145,383057707,88188033,461913680,821253381,955191372,14113925,95113925,954255,5252090112,4739616641,98156407,22156407,2226290,622314,8127801,819930,21402665,57402665,57402665,57402665,5766745,3366745,33272913,42272913,4263006,8263006,8293542,3993542,39274594,82274594,82359992,13359992,13359992,13359992,13163042,070163042,07424255,222947940,552796277,19151663,361123034,811086413,436621,41643875,3-1172860,02-1172860,02-1172860,02-1172860,02-1172860,02
72234164000194.0;UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA;352519;3;2025;369622,37369622,37369622,37369622,37-1797488,82-1797488,82-1797488,82-1797488,82-1797488,821172238,09865,95865,95572,4343,44228,968751470,528751470,5269074,09892233,9127663,11635892,7745292,34471103,27331153,922721640,541987932,188035813,23179750,09179750,099355,54915,57142428,88738,222311,94156407,22156407,2226290,622314,8127801,819930,21214477,97214477,97214477,97214477,9744280,744280,7224632,05224632,05-54434,78-54434,7811781113,0611566635,092478141,312478141,3117024,88666485,4294132,87471241,64-5684,881117796,77185143,46767334,391366535,31714748,762052114,5243262,8043262,8492021,312759752,952725531,1934221,76877795,24689771188024,24692981,5494789,5994789,59280845,45280845,45
7057185000110.0;UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO;352543;1;2025;34153131,634324612,5816165163,9416165163,9435401,04958623,89347026,061414954,661789081,014955304,33428195,79892761,285271942,933332691522,19261814,22281816,01947303,085885000,8913516698,3413516698,348234,57676071,56111352,42626835,93197423,013987692,71898043,714571043,5111562,72619499,98168699,121640239,14326776,844326776,84106332,892571782,9761406,851587254,13103173,7103173,711127,682959,5689086,46212799,76212799,7660360,57312159,44-171480,98-171480,98-171480,98-171480,98-42491,17-65020,222529,03-104318,1-159628,0655309,96-24671,71-37752,7713081,0620072491,5620072491,5620072491,5620072491,5620072491,56928382,41442513,88151551,44334317,099896707,279160095,698841959,66318136,03802019,31130083,94130083,94
7057185000110.0;UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO;352543;2;2025;42710520,442710520,442710520,442710520,442710520,4939666,89372700,09194779,12372187,6810789062,398948818,658677256,79271561,862449863,73160855,92160855,922909951,85974438,0213349845,21449569,792847029,3512097268,7234677,96718161,66831677,01743818,792412782,9794511359284,5660,65278,1928865159,1428865159,1413951,141017859,58211637,54989252,42439992,698789461,662190464,649493459,9222667,771382052,79541708,863772323,04103,73223,3611630535,911630535,9311046,054584630,043214071,83503409,6917378,32275582,26275582,261200134453,278395,05131533,94336101,88336101,8898640,45510126,82-382758,02-382758,02-382758,02-382758,02-98256,92-109640,8411383,92-229746,82-256365,0126618,19-54754,28-61098,056343,7776772104,5277154862,5436047483,3636047483,3683955,972106127,85841921,24
7057185000110.0;UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO;352543;3;2025;1003334,46379172,08254465,42369696,9612509728,739659120,829118670,12540450,75265710,266634331,2966634331,2966634331,2966634331,2966634331,29178220,47178220,47138144254,16137816710,0158619595,258619595,2131162,83241032,321511345,544567876,461275648,5321028331,211106621,535358066,3720207319053925,78228491,47733327,971272638,361351793,243729282,5725739,6916149165,04332599,4191041304,345564030,6345564030,6317526,481282916,36301953,591315656,21719722,7614149370,554286265,7213628198,734265,572045473,641097481,486592200,143006,7678949,1311043,5432693113,532693113,5446614,636899200,4115434542,245999906,663912849,56424020,98424020,981200187328,0234856,44198891,521745515949,7515949,7154325,23798104,95327544,15327544,15327544,15327544,15107166,994681,81102485,18177956,597774,39170182,242420,571853,2340567,34
2852017000100.0;SISTEMAS E PLANOS DE SAÚDE LTDA.;352586;1;2025;13572783,34193663,524750412,094628707,691838361,610661383,758867879,061793504,695918150,645572678,3345472,3416759328,0216469091,115893971,2315893971,23626019,0416188062,02575119,87575119,87575119,87290236,92290236,92290236,92290236,92290236,92112025,87178211,05
2852017000100.0;SISTEMAS E PLANOS DE SAÚDE LTDA.;352586;2;2025;13468302,813716490,14753870,784997941,931066218,3110131502,279010224,641121277,635414695,355069223,01345472,343134768631587330,5630533861,6730533861,671252958,7631402362,131053468,891053468,891053468,89-239644,56-239644,56-239644,56-239644,56-239644,56254371,45-494016,01
2852017000100.0;SISTEMAS E PLANOS DE SAÚDE LTDA.;352586;3;2025;1889,04223128,042217175,542217175,542217175,54-147875,84-147875,84-147875,84-147875,84-147875,84365510,46-513386,314017270,353794805,774739131,675483332,91922762,2310223270,999121363,651101907,345048461,524702989,18345472,3449722979,249870855,0447428662,4247428662,422087813,1548309547,7225017,08225017,08
40294225000112.0;UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MÉDICO;352683;1;2025;00000287594,57287594,57287594,571386396,03691886,85802242,640802242,6414723674,2813413458,7212951615,25461843,476942535,45817878,66817878,6660148720,5759040122,7522141167,2822141167,28540744,732296675,88118731,76824830,6467716,42989465,181693339,514022947,6238925,822115669,38145950,087119324,674571830366,87931062,79134907,3317165839,7625251516,9325251516,932226487,3210037254,35553493,243800585,44126841,889564756,2210910356,6810910356,68764100,451171085,61164838,24766600,72129200,087270760,74634348,92634348,9252736,56394769,051948065088,8610503,46441454,2102732,94102732,94163752,271108597,821108597,821108597,821108597,82836454,94800988,1635466,78218371,29208266,7110104,5853771,5953757,2714,32863761,56903923,07
40294225000112.0;UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MÉDICO;352683;2;2025;13711018,42502071,118398474,12817878,66817878,66517472,371908228,631908228,631908228,631908228,631449411,691386745,1362666,56374308,71353144,8421163,8784508,2382525,341982,891002966,721107862,04126164827124256598,3747598295,9347598295,931162775,275006792,03291662,21799603,62160924,756652188,543184753,639012894,56612044,544242696,31342004,2914793167,4712772,241875357,5333110,052075847,4428438,54292665,2637668455,6953710065,8953710065,894872253,8920683660,511416228,977496838,69313570,5621206821,5621383799,1321383799,131821886,612395170,042005963,971751523,79447586,5113625557,41161565,511161565,51102695,31690626,1327563168851,0410503,46872968,79402871,91402871,91000000284042,86284042,86284042,861461051,73691886,851017446,5320747,04996699,4915137511,8714213089,53
40294225000112.0;UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MÉDICO;352683;3;2025;00000299200,93299200,93299200,931542614,12691886,851143234,5501143234,5516516824,5214379670,3813923392,14456278,249307018,49817878,66817878,66197136701,3195061891,8275257337,8875257337,881851384,527906639,43454061,272944393,77251263,610643738,64775352,2314371877,9971943,586832518,18538289,7722860319,818492,243155285,636924,95813502336,6741495,2371078,1360854654,0582796181,1982796181,197193269,831366120,22059922,311114211,16821967,3733988480,6334455248,9834455248,983165506,363615357,593336495,622961915,62477070,0221871641,331925626,891925626,89176609,311142542,2750934303178,2218683,461426266,05627496,88627496,88806399,852074809,482074809,482074809,482074809,481573854,291542106,0531748,24409741,26399589,4310151,8391213,9393093,55-1879,62963624,411250342,94
57149775000140.0;UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MÉDICO;353027;1;2025;465235,76465235,76131192,23131192,23334043,53334043,53182672,873447,6826487,36152737,832986294,292875664,22780505,8595158,3589065,870633,6770633,6716469547,4616837739,313377007,533377007,535914,53626686,88103131,731809053,26500331385,485176,66507929,6539399,85775812,2470627,13568,414272,11212,125433,5331344,75468639,8257245,359882102,199882102,1921440,665389243,31206586,115822145,01154697,3123013,131176410,543461785,633461785,638171,741085788,64103862,412757944,6246734,5346734,53046734,5370109,4370109,4357865,3812244,05-368191,85-368191,85-368191,85-368191,85-338566,58-355236,0416669,46-29295,53-30893,971598,44-329,74-463,35133,61
57149775000140.0;UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MÉDICO;353027;2;2025;64011,8364011,8334321821,6434678650,466740709,086740709,0815653,991420837,882600134777,81283399223400785847,419761,591098527,1779303,161703399,5165576,891029,3225529,2550,5648682,75087161,84997970,93549833,5220525137,1520525137,1541541,7510278736,05529412,9611849825,05154697,3123013,133694190,657212965,967212965,9612796,962416701,46168135,245462973,86101992,05101992,05101992,0597846,2297846,2260154,5337691,69-356828,82-356828,82-356828,82-356828,82-328644,37-351199,8122555,44-28350,75-30438,442087,69166,3-168,3334,6193077,61026487,36166590,252654081,812887027,232785292,66101734,57103921,2671696,11671696,11165216,19165216,19506479,92506479,92
57149775000140.0;UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MÉDICO;353027;3;2025;785298,19785298,19117114,96186997,81668183,23668183,234408966,34252001249028,9917547,721714205,32119450,982813995,37297503,671177,8436601,211164,271042,570108674,571624446,271023835,3630738014,7530738014,75110195,4814790730,78936726,6517077811,76152297,3123013,136484823,6710328870,610328870,6113600,483555492,1198732,457574873,78147648,82147648,82147648,82143506,39143506,3984745,4958760,9-466603,92-466603,92-466603,92-466603,92-427728,69-446131,218402,51-37624,38-39798,722174,34-1250,85-1345,9995,1451426626,3551893230,2710535189,7110535189,7121205,762214027,5525974,11191384,9207015,773012,5126487,36177515,93053101,592777252,132679823,397428,8328786,4457389,9957389,99
38499547000156.0;UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO LTDA.;353060;1;2025;104938,61516,88310573,694640,99441785,132762108,22762108,2258485,4577166,572503622,82503622,86529750,194637991,311891758,888308806,5916448170,0915696911,1751258,991787483,428031514,758031514,7559400741,4358118609,7840564209,1440564209,1411063,741445694,211600002,51419,7113890557,3619977,223829585,42656982,025899,1224158006,973585,12707333,774642837,389675257,549401460065,331460065,33108198,05181923,871218593,7528523,444801771,174801771,172376,73988880,9849230,02526640986,12217080,2510621115,4110621115,4122737646,26377278,941482239,62363,079804923,35671448,73671448,7351050,1870687,3582561,10030126,78107232,081282131,651282131,651282131,651282131,65320059,88318158,21901,68946423,08950126,62-3703,5415648,6915056,2592,49
38499547000156.0;UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO LTDA.;353060;2;2025;31023,511516,8895993,574640,99-4589,3285,133201909,553201909,55309256,51642901,792892653,042892653,048140119,958140119,956851358,734865095,461986263,278839350,6518023935,4917307837,93716097,561696572,14121043963,68118186066,6382469972,5782469972,5720635,412946305,673034637,362899,1928486481,6635366,187840563,825437993,7410257,9149758012,629285,1536055078,779027959,5918406895,01114802886564,072886564,07280,65261967,12346096,742390450,61992866,319538096,339538096,334829,581872823,712111358,285213473871,974208177,5720754490,6120754490,61360,9840972,37650692,933406556,743644,6818957012,041479131,731479131,738824112413,96243765,521186918,371057811,321057811,32112121,28105476,71993593,82857897,052857897,052857897,052857897,05712278,74716534,35-4255,612081540,852112489,1-30948,2564077,4665244,4-1166,94
38499547000156.0;UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO LTDA.;353060;3;2025;74680,512858348,68184255,2722741,377201786,5811698,16440266091,813097037,8627041298,64607604508407,824508407,82572,48470711,554953213703094,531470777,215875967,6515875967,657391,333243023,33478234,322933,9622774273,236546556,4632992423,9332992423,93360,9845996,351228988,545250438,9115251,4129928585,952333880,952333880,958824208225,01328216,891911272,511674649,331674649,33157230,29145313,871525485,643289240,123289240,123289240,123289240,12810338,62829707,34-19368,722399738,662487513,92-87775,2679162,8476964,682198,16137657,871516,88459639,664640,994189,9485,133430352,913430352,91374690,72711896,573055662,193055662,1973005855061708,112238876,899346926,9718455278,5617807756,02647522,541717229,158279981,848279981,84188423146,25185133906,13127748576,45127748576,4537920,534543002,724513855,025605,8143231647,97
59901454000186.0;SANTA CASA DE MISERICORDIA HOSPITAL SÃO VICENTE;353264;1;2025;5396,845396,845396,8419455,954352,354352,3546686,551538528,531537041,061487,475754950,585750944,225709588,025709588,025396196,3271310,51116172,15974581,2236960,1436960,1436975,144004396,064396,065685,911500,454006,364006,364006,364006,364006,363505,66500,7
59901454000186.0;SANTA CASA DE MISERICORDIA HOSPITAL SÃO VICENTE;353264;2;2025;8647,188647,188647,1822836,125832,565832,5645520,771568834,891566491,192343,712387997,3812353684,6612275690,1712275690,1711357181,08438675,15202000,681984512,4763605,1463605,1463765,1490014389,3514389,3525876,571738,4134312,7234312,7234312,7234312,7234312,7232955,791356,93
59901454000186.0;SANTA CASA DE MISERICORDIA HOSPITAL SÃO VICENTE;353264;3;2025;1593315,415188,9518863813,9218789213,7216959739,6916959739,6915409288,29615633,25206644,822938044,531714593,421714593,421891617,6258470,25405,16301554,0996551,6296551,6296641,62140018328,9918328,9936236,183208,773246,5674600,274600,274600,274600,274600,25978014820,27808,337808,337808,3323331,545055,285055,2811937,351608504,35
7241136000132.0;UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO;353353;1;2025;476568,27476568,27476568,271375016,451150591,62119,631150471,9941380933,6435520036,5733723731,951796304,621675269,08134337180,41129196849,2778570113,7678570113,76144615,367072645,55082942,234030962,0370086,9714395718,2510001650,064625161,5147860,5422377729,238695996,975247276,362774266,03160038016003801290275,35238950,4771154,1841273927,4841273927,4856652,5119683204,898922882,735081190,7359563731948,061405934,041045450,251340708,277296317,437296317,43329,27273558,03370741,83179429,321947,912193854,531726488,71504859,7195,53771804,381010295,43262812,79456110,6456110,6565,81518214,14144095,8756670,715140331,145140331,145140331,145140331,145140331,145038347,48101983,6600000
7241136000132.0;UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO;353353;2;2025;487609,91487609,91487609,911591293,31261933,0467216,161194716,8842323615,1438779439,2736994402,981785036,292396659,7280163653,3271763919,46166147873,85166147873,85197056,914386288,6510691625,187885220,27145349,7929620588,9820474822,749414920,7893870,648146552,6119810046,5311136384,916821366,74321645032164502565184,08539203,87112062,0586690320,1186690320,1180740,4241953110,0318114760,039676471,9512752,8379607193273338,172296547,213321880,4714784069,0714784069,071482,6548878,4844738,56311623,966476,694099805,24060111,761222332,21932,41356887,481800033,46529766,36925206,43925206,431886,211044641,87275377,6109185,038399733,848399733,848399733,848399733,848399733,848309018,5190715,3300000
7241136000132.0;UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO;353353;3;2025;443201,47443201,47443201,471663740,611201837,05124,111201712,9441582572,739403940,9737678309,21725631,772979300,21434144478,89425120243,35257432999,46257432999,46249886,3422582347,9217456948,7812303750,27230177,1944655231,9131668545,2415172412,49141785,1272375653,6831481417,6317475052,611747630,88483252048325203634064,1949178,54249277,36136271307,82136271307,8298965,1164735278,9128339747,2215194712,5916754,912867088,225385709,393632062,456000989,0325254031,725254031,72291,18915868,71432220,76471304,2510172,126120430,258228834,921839584,7220381,322456531,72954255,17802156,611329384,371329384,372583,341423778,85394133,71168247,289024235,549024235,549024235,549024235,549024235,548992924,7331310,8100000
73967085000155.0;UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO;353663;1;2025;95707596,6197114808,3775648051,4675648051,46121591,725609859,27415110,13306218,3418746895,0450806,13131202,677092919,92636546,34662928,3424575247,1367726,25130497,199686061,96704834,79784706,7222259896,8882060,8419019582969,67275,951548262,961548262,9610178,48690665,86103211,4537101056425,68354519062069,1319062069,13449633,823248658,43198750,23141949,4216783638,79469387,76469387,764000178657,7839633,9358108235881,86387037,06387037,0653386,431168,546672614479,59-1407211,76-1407211,76-1407211,76-1407211,76-1407211,76-1453048,6245836,8611592493,8211592493,824941579,096912582,186650833,576650833,5781,1681,161285474,3991,221285383,1724283737,3722743426,6622141382,76602043,94980778,78
73967085000155.0;UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO;353663;2;2025;201701701,87203476511,77160832312,64160832312,64309870,3712185384,28894730,35619947,8240025678,4568061,07373122,4515459362,251232145,331341795,6650727879,2973847,35382112,8320856043,491481865,711654635,9848477227,2285810,0719042069758,65275,953245868,513245868,5120997,881472593,72210782,888789,82269960,625666737746493,9537746493,951009874,846596782,78389528,47302319,5533329280,19128,11054885,041054885,044000479622,5169835,93120816506256,02596951,63596951,63105393,672995,3817370,33948241,96-1774809,9-1774809,9-1774809,9-1774809,9-1774809,9-1790528,0615718,161426188,38182,441426005,9426696513,1222375828,5221803903,32571925,25649898,9713015193,4913015193,495719070,487799147,047296123,017296123,0100
73967085000155.0;UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO;353663;3;2025;12532038,0912532038,095395733,347677327,847136059,597136059,59245,16245,161546893,4182,441546710,9629253248,4323299470,7822844928,94454541,844941963,9676601209,389678,3919062098705,85275,95207,765106501,665106501,6632330,112355770,15332987,6315523,813595056,74112036,958034278,6558034278,651452180,210196692,99571979,71577447,451330260,82128,11733125,361733125,364000782183,33120115,93173740881753,56949408,89949408,89170751,323653,6821396,661320707,78-851167,64-851167,64-851167,64-851167,64-851167,64-749502,44-101665,2318588778,77319439946,41253616631,85253616631,85483607,9718979830,091372946,04986832,9762492976,3880033,23623665,8224294191,482227434,122043411,3379287555,7277305,77569096,7532535525,872244686,792389242,89
532888000103.0;UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA;353698;1;2025;102641,15102641,15102641,15111225,768464,3808464,38284131,062007419,881996249,7611170,12784050,093911941,163897241,21047906,151047906,15115260,58116565,771080588188,18125421,26362144933,29286550,9466824,292810173,9823851,081081,261081,267070230711,26674294,83674294,8356180,15240769,4225,44531210,8560856,081453919,851933868,741933868,74209214,73131269,411824499,82392085,18159310,09159310,091600,512778,74154930,845738,6822129,1322129,135113,25865158651520588514799,2514699,9614699,9614699,9614699,9613813,1913813,191531,531531,53-644,76-644,7600000
532888000103.0;UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA;353698;2;2025;000008659,9108659,91496667,262193500,492182999,3110501,18852719,79630369,33205924,575625650,7456892,132570,712570,7170702302200,711413305,81413305,8141208,68487546,7625,441141828,88201795,843044517,124491242,244491242,24542911,53241561,294217678,82731287,86349013,41349013,414501,038404,85336111,5314619,6826869,7226869,727954,3525865025865052010800015085013474,56200780,57200780,57200780,57200780,57178799,79178799,7923294,4823294,48-1313,7-1313,79154788,98954008,332412356,452412356,45284639,19264141,140801434416,36238107,1362172442,38119242,72119242,72119242,72129115,97
532888000103.0;UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA;353698;3;2025;0000011595,37011595,37599132,222371617,192345020,0926597,1729952,89116167,52116167,52116167,52123859,5914714439,9214335542,654148696,974148696,97492964,51406181,950802343153,25384201,533621131555,33150362,751066527,54320040,478712769,4392461,434436,234436,23701404603766,232302201355,32201355,3281671,84702999,95648,21843702,18306221,744856796,847011021,677011021,67833228,31404705,216641094,65895646,68497607,46497607,468268,0314896,86474500,5720284,6832133,1932133,1917186,1440291,83440291,83162010800062799240092,1528500,6819383,36378897,27378897,27378897,27378897,27318077,17318077,1746037,8846037,8814782,2214782,220-234162,85-24201,51
730439000170.0;UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO;353876;1;2025;10035306,199647192,572403898,52403898,55985,3961743,383526,99137421,311477093,678192,67140138,984206,74200583,231673052,14621725,62188163,8823666,5123666,513080918,55835,5113832,521020777,531020777,5312332,0291389,9438773,49140467,091291479,225791,2715166,356147105,136147105,13248095,17538157,945157,851885147,534004795,2234912,0334912,0318111501397,996642,0121854904,3253,422729,2916832,8716832,8719014,46388113,62388113,62388113,62388113,62388113,62403164,65-15051,0300000276890,84276890,84276890,84367692,38437872,38314079,47123792,91526083,654276508,824169136,54107372,2844037,43553539,28553539,28
730439000170.0;UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO;353876;2;2025;333270,07333270,07333270,07443179,38452616,3327166,77125449,53868712,174512439,454426702,6485736,812656,05553539,28553539,2819503596,9818879552,734932602,564932602,5612281,69125416,077119,67290677,613102833,422785,1100000261666,118473,99429964,253287888,91463325,67239358,9851925,5351925,5330805835,511671,0131339,051888990,321888990,3239035,71175304,5368669,01335742,512290150,959289,1325870,8211899477,8111899477,81453287,17957764,067138,753334860,698164477,0774460,1474460,14501,984371,744150,9715849,9843343,513248,3253,423120,2232096,3732096,3711410,3819253,72624044,25624044,25624044,25624044,25624044,25660730,75-36686,51500015000
730439000170.0;UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO;353876;3;2025;352310,67352310,67352310,67462940,670000061556,0111389,1424924,9861772,245013,4453,426324,7558240,7658240,7611410,3828740,5920700,81-400898,61-400898,61-400898,61-400898,61-400898,61-326520,17-74378,44150001500029040868,6929441767,37557085,927557085,9217675,36181273,769298,66435044,024912690,3429025,27358842,6510609,15648856,095242107,441938027,17239358,98125086,58125086,583080983421505,0290667,622844289,82844289,862933,48232951,0894178,92484319,363606848,5413287,7137325,0418686208,2818686208,28703203,191422976,969710,115280091,9112833161,71170855,96170855,96501,98477313,6349303,58128010,021056658,863487496,593439451,7248044,872176,93553539,28553539,28
